"New Category Structure from May 16, 2023 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","","Grilles","","184802"
"","","","","Hood Ornaments","","184803"
"","","","","Hoods","","184804"
"","","","","Horns","","184805"
"","","","","License Plate Holders","","184806"
"","","","","Light Bars","","184929"
"","","","","Locks","","184807"
"","","","","Mirrors","","184808"
"","","","","Molding & Trim","","184809"
"","","","","Mud Flaps","","184810"
"","","","","Panels, Fairings & Deflectors","","184811"
"","","","","Rear Doors","","184812"
"","","","","Sleepers","","184813"
"","","","","Windshield Wipers & Washers","","184815"
"","","","","Other Exterior, Body & Frame","","184816"
"","","","Filters","","","184817"
"","","","Gaskets","","","184818"
"","","","Glass","","","184819"
"","","","","Cab and Sleeper Windows","","184820"
"","","","","Glass Seals","","184821"
"","","","","Window Tint","","184822"
"","","","","Windshields","","184823"
"","","","","Other Glass","","184824"
"","","","Hydraulics","","","184836"
"","","","","Cylinders","","184837"
"","","","","Lines & Fittings","","184838"
"","","","","Pumps","","184839"
"","","","","Tanks","","184840"
"","","","","Valves","","184841"
"","","","","Other Hydraulics","","184842"
"","","","Ignition, Charging & Starting","","","184843"
"","","","","Alternators","","184844"
"","","","","Batteries","","184845"
"","","","","Battery Cables & Connectors","","184846"
"","","","","Distributors","","184847"
"","","","","Generators","","184848"
"","","","","Glow Plugs & Spark Plugs","","184849"
"","","","","Starters","","184850"
"","","","","Other Ignition, Charging & Starting","","184851"
"","","","Instruments, Dials & Gauges","","","184852"
"","","","","Clocks","","184853"
"","","","","Data Loggers","","184855"
"","","","","Fuel Gauges","","184856"
"","","","","Instrument Panels & Clusters","","184854"
"","","","","Oil Pressure Gauges","","184857"
"","","","","Speedometers","","184858"
"","","","","Tachometers","","184859"
"","","","","Water Temp Gauges","","184860"
"","","","","Other Instruments, Dials & Gauges","","184861"
"","","","Interior","","","184862"
"","","","","Consoles","","184863"
"","","","","Floor Mats & Carpets","","184864"
"","","","","Glove Boxes","","184865"
"","","","","Horn Valves & Pulls","","184866"
"","","","","Interior Controls","","184867"
"","","","","Interior Door Panels","","184868"
"","","","","Molding & Trim","","184869"
"","","","","Pedals & Pads","","184870"
"","","","","Seats & Seat Parts","","184871"
"","","","","Steering Wheels","","184872"
"","","","","Sun Visors","","184873"
"","","","","Window Cranks & Regulators","","184874"
"","","","","Other Interior","","184875"
"","","","Lighting","","","184876"
"","","","","Backup & Tail Lights","","184877"
"","","","","Clearance & Marker Lights","","184878"
"","","","","Corner Lights","","184879"
"","","","","Exterior Accent Lights","","184883"
"","","","","Fog Lights","","184880"
"","","","","Headlights","","184881"
"","","","","Interior Lights","","184882"
"","","","","Light Bulbs","","184884"
"","","","","Light Covers","","184885"
"","","","","Parking Lights","","184886"
"","","","","Trailer Lights","","184887"
"","","","","Turn Signals","","184888"
"","","","","Warning Lights","","184889"
"","","","","Wiring & Fuses","","184890"
"","","","","Other Lighting","","184891"
"","","","Suspension & Steering","","","184892"
"","","","","Air Ride Suspension","","184893"
"","","","","Axle","","184894"
"","","","","Ball Joints","","184895"
"","","","","Cab & Sleeper Suspension","","184896"
"","","","","King Pins","","184897"
"","","","","Leaf Springs","","184898"
"","","","","Power Steering Pumps","","184899"
"","","","","Shocks & Struts","","184900"
"","","","","Steering Gear Boxes & Racks","","184901"
"","","","","Steering Knuckles","","184902"
"","","","","Steering Shafts","","184903"
"","","","","Suspension & Steering Links","","184904"
"","","","","Other Suspension & Steering","","184905"
"","","","Transmission & Drivetrain","","","184906"
"","","","","Clutches","","184907"
"","","","","Differentials","","184908"
"","","","","Driveshafts","","184909"
"","","","","Flywheels & Flexplates","","184910"
"","","","","Power Take Offs (PTOs)","","184911"
"","","","","Pressure Plates","","184912"
"","","","","Shifters","","184913"
"","","","","Transfer Cases","","184914"
"","","","","Transmission Controllers","","184915"
"","","","","Transmission Rebuild Kits","","184916"
"","","","","Universal Joints & CV Joints","","184917"
"","","","","Other Transmission & Drivetrain","","184918"
"","","","Wheels & Tires","","","184919"
"","","","","Hub Caps & Wheel Covers","","184920"
"","","","","Hubs","","184921"
"","","","","Lug Nuts & Covers","","184922"
"","","","","Tire Chains","","184923"
"","","","","Tires","","184924"
"","","","","Valve Caps & Stems","","184925"
"","","","","Wheel Bearings","","184926"
"","","","","Wheels","","184927"
"","","","","Other Wheels & Tires","","184928"
"","","","Other Commercial Truck Parts","","","184670"
"","","Golf Cart Parts & Accessories","","","","170140"
"","","","Golf Cart Cables & Parts","","","158940"
"","","","Golf Cart Chargers","","","158941"
"","","","Golf Cart Enclosures","","","158942"
"","","","Golf Cart Windshields","","","158943"
"","","","Golf Cart Wheels & Tires","","","171111"
"","","","Other Golf Cart Parts","","","75208"
"","","Manuals & Literature","","","","6029"
"","","","Aviation","","","50453"
"","","","Boats & Watercraft","","","26453"
"","","","Car & Truck Manuals","","","36085"
"","","","","Owner & Operator Manuals","","183718"
"","","","","Parts Catalogs","","183719"
"","","","","Sales Brochures","","183720"
"","","","","Service & Repair Manuals","","183721"
"","","","","Other Car Manuals","","34210"
"","","","Motorcycle Manuals & Literature","","","184632"
"","","","","Owner & Operator Manuals","","184633"
"","","","","Parts Catalogs","","184634"
"","","","","Sales Brochures","","184635"
"","","","","Service & Repair Manuals","","184636"
"","","","","Other Motorcycle Manuals","","185031"
"","","","Other Repair Manuals & Literature","","","6032"
"","","Motorcycle & Scooter Parts & Accessories","","","","10063"
"","","","Air Intake & Fuel Delivery","","","180028"
"","","","","Air Filters","","177771"
"","","","","Air Filter Housings","","263329"
"","","","","Air Hoses, Lines & Pipes","","177772"
"","","","","Air Intake & Fuel Sensors","","263330"
"","","","","Carburetors","","177773"
"","","","","Carburetor Parts","","263331"
"","","","","Fuel Filters","","177778"
"","","","","Fuel Hoses, Lines & Pipes","","177782"
"","","","","Fuel Injectors","","177779"
"","","","","Fuel Petcocks & Taps","","177781"
"","","","","Fuel Pumps & Sending Units","","177780"
"","","","","Fuel Tank Caps","","177777"
"","","","","Fuel Tanks","","35563"
"","","","","Gaskets, Seals & O-Rings","","177776"
"","","","","Intake Covers, Ducts & Scoops","","177775"
"","","","","Manifold Intake Adapters, Inlets & Joints","","263332"
"","","","","Throttle Bodies","","263334"
"","","","","Throttle, Idle, Cruise Control Cables & Linkages","","177978"
"","","","","Turbochargers, Superchargers & Parts","","263333"
"","","","","Other Air Intake & Fuel Delivery","","177783"
"","","","Audio, Communication & Navigation","","","180513"
"","","","","Accessory Mounts","","183523"
"","","","","Amplifiers","","180514"
"","","","","Antennas","","263190"
"","","","","Complete Audio Kits","","180515"
"","","","","GPS & Navigation","","180516"
"","","","","Headsets & Intercoms","","180518"
"","","","","Infotainment & Multimedia Players","","263326"
"","","","","Soundbars","","263191"
"","","","","Speakers","","180519"
"","","","","Stereos & Radios","","263192"
"","","","","Wiring Harnesses, Cables & Connectors","","183524"
"","","","","Other Audio, Communication & Navigation","","180521"
"","","","Body & Frame","","","35559"
"","","","","Decals & Vinyls","","263142"
"","","","","Emblems & Ornaments","","263143"
"","","","","Fairings, Plastics & Body Kits","","35560"
"","","","","Fender Eliminators","","179844"
"","","","","Fenders","","35561"
"","","","","Frames & Parts","","35562"
"","","","","Kick Stands & Center Stands","","179743"
"","","","","License Plates, Frames & Holders","","179747"
"","","","","Mounts, Brackets & Hardware","","179843"
"","","","","Seats, Parts & Accessories","","178030"
"","","","","","Backrests","178031"
"","","","","","Seats","183727"
"","","","","","Seat Covers","183728"
"","","","","","Seat Cowls","178032"
"","","","","","Additional Seat Parts","178033"
"","","","","Windshields","","35567"
"","","","","Other Body & Frame","","35568"
"","","","Brakes & Brake Parts","","","49790"
"","","","","ABS Pumps & Control Modules","","263023"
"","","","","Additional ABS Parts","","177919"
"","","","","Brake Cables & Rods","","177920"
"","","","","Brake Calipers & Brackets","","177927"
"","","","","Brake Component Kits","","178995"
"","","","","Brake Disc Rotors","","177922"
"","","","","Brake Disc Rotor Covers","","263025"
"","","","","Brake Drums","","177923"
"","","","","Brake Lines, Hoses & Fittings","","177924"
"","","","","Brake Master Cylinders","","177921"
"","","","","Brake Pads","","177925"
"","","","","Brake Shoes","","177926"
"","","","","Brake Pad & Shoe Hardware","","263024"
"","","","","Brake Sensors & Switches","","263026"
"","","","","Rebuild Kits & Parts","","263029"
"","","","","Reservoirs, Caps & Covers","","263028"
"","","","","Wheel Cylinders","","263031"
"","","","","Other Brake Parts","","177928"
"","","","Electric Motorcycle & Scooter Parts","","","263193"
"","","","","Batteries, BMS & Charging Units","","263194"
"","","","","","Batteries","263195"
"","","","","","Battery Accessories","263196"
"","","","","","Battery Management Systems (BMS)","263197"
"","","","","","Battery & BMS Units","263198"
"","","","","","Charging Stations","263199"
"","","","","","Mobile Charging","263200"
"","","","","Charging Components","","263201"
"","","","","","Charging Cables","263202"
"","","","","","Charger Carry Cases","263203"
"","","","","","Charging Converters","263204"
"","","","","","Charger Holders","263205"
"","","","","","Charging Upgrade Kits","263206"
"","","","","","Other Charging Components","263207"
"","","","","Control Modules","","263208"
"","","","","Conversion Kits","","263209"
"","","","","Converters & Inverters","","263210"
"","","","","Cooling Components","","263211"
"","","","","","Cooling Plates","263214"
"","","","","","Fans","263213"
"","","","","","Heatsinks & Cooling Fins","263212"
"","","","","Drive Motors & Parts","","263215"
"","","","","","Drive Motors","263216"
"","","","","","Drive Motor Parts","263217"
"","","","","High Voltage Circuit Fuses & Breakers","","263218"
"","","","","Relays & Contactors","","263219"
"","","","","Switches","","263220"
"","","","","Wiring Harnesses, Cables & Connectors","","263221"
"","","","","Other Electric Motorcycle & Scooter Parts","","263222"
"","","","Electrical & Ignition Components","","","179853"
"","","","","Alternators & Generators","","177929"
"","","","","Alternator & Generator Parts","","263223"
"","","","","Batteries","","49782"
"","","","","Battery Accessories","","263224"
"","","","","Distributors","","177949"
"","","","","Distributor Parts","","263225"
"","","","","ECUs, CDIs & Computer Modules","","177933"
"","","","","Electrical & Ignition Sensors & Switches","","263228"
"","","","","","Ignition Key Switches","177960"
"","","","","","Sensors & Switches","177957"
"","","","","Fuses & Fuse Boxes","","177931"
"","","","","Horns & Horn Covers","","177951"
"","","","","Ignition Coils","","177952"
"","","","","Ignition Kits","","263226"
"","","","","Ignition Wires, Caps & Boots","","177953"
"","","","","Relays","","177956"
"","","","","Spark Plugs","","177958"
"","","","","Starter Motors","","177959"
"","","","","Starter Motor Parts","","263229"
"","","","","Stators & Magnetos","","177954"
"","","","","Stator & Magneto Parts","","263230"
"","","","","Voltage Regulators & Rectifiers","","177955"
"","","","","Wiring Harnesses, Cables & Connectors","","177932"
"","","","","Other Electrical & Ignition Components","","177961"
"","","","Engine Cooling","","","177962"
"","","","","Clamps & Hardware","","263350"
"","","","","Expansion & Overflow Tanks","","263351"
"","","","","Fans & Fan Parts","","177963"
"","","","","Gaskets, Seals & O-Rings","","263352"
"","","","","Oil Coolers & Lines","","177981"
"","","","","Pipes & Hoses","","177982"
"","","","","Radiator & Coolant Reservoir Caps","","180026"
"","","","","Radiators","","177983"
"","","","","Temperature Sensors & Switches","","263353"
"","","","","Thermostats & Housings","","177985"
"","","","","Water Pumps","","177986"
"","","","","Other Engine Cooling Parts","","177987"
"","","","Engines & Engine Parts","","","171107"
"","","","","Brackets & Hardware","","263335"
